PlayerID,Age,Gender,Location,Platform,GameGenre,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes,InGamePurchases,GameDifficulty,EngagementLevel
1,31,Male,Brazil,VR,Action,21.488529583803903,3,75.98369931759173,9.29282466039661,2,Low
2,26,Male,Canada,Console,Simulation,2.4644600996919523,2,33.299388472941295,3.915974662862545,5,Low
3,33,Male,UK,Mobile,Puzzle,9.799506520734976,2,67.17604685300529,9.492209248170237,3,Low
4,40,Male,Canada,Mobile,RPG,19.619442489433556,5,69.58854939064588,6.835634922677092,5,Medium
5,26,Male,Australia,PC,Strategy,6.874045479706571,1,58.00786659491274,2.143268342729872,5,Low
6,26,Female,UK,Mobile,Puzzle,1.350045046702052,5,52.75161425565773,1.024753376993874,2,Low
7,40,Female,UK,PC,Simulation,1.7073220315044861,4,52.06545906976474,4.187626647790868,5,Low
8,34,Female,Brazil,PC,Simulation,2.692737813354522,1,15.359712768618188,13.733178619108497,2,Low
9,24,Male,Canada,Mobile,Strategy,36.13864287021202,4,13.586333087187263,9.144665846068618,3,Low
10,32,Male,Canada,PC,Action,21.45091030246194,1,60.66582775620719,7.216133257633141,3,Low
11,24,Male,Brazil,Mobile,Action,1.3339617966499095,2,22.992414331434095,7.223306904251992,1,Low
12,24,Other,Germany,Mobile,RPG,9.921002394472728,4,17.214292672826392,3.751268753553468,1,Low
13,29,Male,Japan,Mobile,Simulation,6.53081914841413,3,5.0,0.9287955044826666,2,Low
14,13,Female,Brazil,PC,Strategy,17.25690041433726,5,35.48585876535871,1.6811732475322139,1,Low
15,14,Male,Germany,PC,Simulation,14.796641134321067,2,52.4867235342506,4.312480303248857,1,Low
16,23,Male,UK,Mobile,Sports,13.121807808069178,3,54.09841626627789,1.901570990178554,4,Low
17,19,Male,Germany,VR,Simulation,7.552496518172483,3,62.01190215118204,7.606374222175796,1,Low
18,30,Male,UK,PC,Simulation,2.9653550456070823,4,37.17002653613414,2.335772548346904,5,Low
19,20,Female,USA,PC,Sports,27.125112151187633,2,47.145582258369195,0.604607475629031,3,Low
20,16,Other,UK,Console,Sports,42.38141309975987,3,61.91636110446636,7.628801856201859,1,Low
21,39,Male,UK,PC,Strategy,57.702040670132995,2,54.279560596525116,5.988797124924561,2,Low
22,26,Male,Germany,Console,Action,1.208146034181786,4,33.30261787983453,1.4595004687478141,4,Low
23,28,Female,Japan,Mobile,RPG,26.93445200635038,2,50.992899533134285,19.846997431665425,4,Medium
24,16,Female,USA,Mobile,Sports,25.929326117088756,4,5.315371833454627,2.580778379833048,3,Low
25,23,Male,France,PC,Action,58.79067397035071,9,45.00246109741869,5.7043746255834415,3,Medium
26,28,Male,France,PC,Strategy,5.831515381127107,9,32.631959785300246,12.064703665753438,2,Low
27,18,Male,Japan,PC,Puzzle,27.10979763667116,1,75.37153425968114,0.8479937105634104,2,Low
28,31,Male,France,Console,Simulation,1.123499360799298,1,25.455517697853324,10.560724188952298,2,Low
29,23,Male,USA,Mobile,Strategy,19.952495333623766,1,47.333571708236846,6.085507455583876,4,Low
30,25,Male,Canada,Mobile,Strategy,8.641762243721654,5,36.423344967242215,0.9169873206082045,4,Low
31,23,Male,USA,Console,Sports,29.298912173911855,6,33.83549841024475,5.460848166989228,2,Low
32,42,Male,Germany,PC,RPG,39.79995784514689,5,52.54663751042978,10.380261169184957,1,Low
33,27,Male,Brazil,Mobile,Sports,9.076969930293284,2,36.63593347390235,8.02263515249397,1,Low
34,19,Female,Australia,Mobile,Simulation,14.913502323406945,5,82.03981009303864,7.148243056220199,2,Low
35,34,Female,UK,Console,Sports,2.4977556976120026,4,5.508141812280407,0.8797265317687196,2,Low
36,18,Male,UK,PC,Simulation,10.788170519730759,5,57.62341584324225,1.0574591756525304,4,Low
37,29,Female,Brazil,Mobile,Sports,8.950769995335179,2,43.304104806878044,3.967229919238877,1,Low
38,13,Female,Germany,Console,Puzzle,4.045346182165616,2,43.99368308808528,4.339241434228732,3,Low
39,17,Male,Germany,Mobile,RPG,44.9768347548538,1,51.04245015859491,14.378564357132316,3,Low
40,29,Male,Australia,PC,Puzzle,3.2054370751775423,7,64.95505500975193,3.1619665734234697,5,Medium
41,33,Female,Australia,Mobile,Action,20.197712336923402,3,50.30146101464564,1.8012825165136912,3,Low
42,29,Female,UK,PC,RPG,44.17145027234402,1,65.02659939416039,1.058378491304962,1,Low
43,27,Other,Australia,Mobile,Sports,48.601229624424924,6,45.92804060903358,0.2784672035882404,4,Medium
44,25,Female,Australia,VR,Strategy,31.523902538532504,4,24.317805994137608,0.35561985206676583,1,Low
45,16,Female,Australia,Mobile,Action,3.8751208543219833,6,43.2171217651774,4.268539277311167,1,Low
46,22,Male,Brazil,Mobile,Strategy,34.012586732914436,1,68.05851908978585,0.9695135495576428,3,Low
47,24,Male,Japan,Mobile,Puzzle,6.474886374004746,5,36.786375435434735,9.539795765017434,2,Low
48,36,Male,Canada,PC,RPG,51.12324864863752,4,23.343927861804378,4.537544771421547,5,Medium
49,30,Male,Australia,PC,Action,24.694598609855397,2,57.38908980733456,10.008202706013762,3,Low
50,13,Female,Canada,Console,Puzzle,30.767249913176805,3,51.73223041605109,2.7883793861681863,3,Low
51,30,Male,Canada,Mobile,Sports,1.7773336528751833,5,29.582526224838595,4.5289428037144255,3,Low
52,24,Female,Germany,PC,Strategy,17.48211877301079,3,40.338847143217315,3.7267128627067585,5,Low
53,22,Male,Australia,PC,Sports,34.42327587101766,4,41.36658144569607,21.59122312183999,4,Medium
54,32,Male,UK,Mobile,Simulation,39.5507506565372,3,45.127638711711,7.968312339447977,3,Low
55,36,Male,Japan,Console,Action,0.5809917557776773,10,57.93131419638428,4.524282787001187,4,Medium
56,35,Male,UK,Console,Strategy,55.989903950413776,2,36.895934695906604,4.664463796491921,4,Low
57,21,Female,Australia,PC,RPG,0.8861180695912512,2,58.96488588731085,1.430428154930194,1,Low
58,25,Female,UK,Console,RPG,19.065250857185067,6,34.33021479138167,6.635467991626774,2,Low
59,30,Other,Australia,Mobile,RPG,23.643412674175575,3,78.32614826094009,20.323791802449527,5,Medium
60,35,Male,Japan,Mobile,Puzzle,2.271108742426236,3,78.75707570862164,0.6930430454909746,2,Low
61,24,Male,USA,Mobile,RPG,0.9840541628729775,6,27.8718735071806,5.070361286770683,4,Low
62,26,Male,Japan,PC,Strategy,30.7341750070414,1,20.489958770283167,3.647824871633393,4,Low
63,19,Male,Brazil,VR,Puzzle,9.711951702133526,5,64.56415627664647,9.499325168472,5,Medium
64,18,Female,USA,PC,Simulation,2.265894060746911,1,50.157669395696395,0.00023435445014756081,2,Low
65,34,Female,France,PC,RPG,28.765890011599144,9,56.03336414203362,0.7342984621383687,1,Low
66,38,Female,USA,Console,RPG,37.831119208857025,3,31.90489605606434,0.18888726359251123,2,Low
67,27,Male,Canada,Mobile,Puzzle,17.704864201407315,6,42.350920276874675,0.8892574225707034,3,Low
68,36,Female,Brazil,Console,RPG,3.5165372634243,1,38.10331654379226,6.153916412338612,2,Low
69,30,Male,Canada,Mobile,Simulation,0.3067904540468762,3,51.08401971102949,0.7522044901549134,4,Low
70,22,Female,Brazil,PC,Puzzle,24.133026520753464,5,20.08559970012607,4.868686322218194,5,Low
71,30,Male,Japan,Console,Puzzle,15.976362657979127,3,43.01331107951716,10.132566715752196,3,Low
72,40,Male,Canada,PC,Action,21.042045396540978,5,19.884431303164355,0.1761857915342085,4,Low
73,27,Male,Canada,Console,Puzzle,33.55269382483823,5,34.68872445798516,0.13575854985280447,2,Low
74,40,Female,France,PC,RPG,11.391274292531179,6,43.05304375459517,22.950557845054664,5,Medium
75,13,Male,Canada,Console,Puzzle,2.659555919659804,6,55.14867459555042,5.593175554001216,3,Low
76,34,Male,Germany,PC,RPG,56.26264357471588,5,56.80640503350704,0.7581580701941993,2,Low
77,28,Female,Germany,Mobile,RPG,15.760682597640265,2,60.21829634321725,1.8314045976843742,3,Low
78,25,Male,Germany,Console,Puzzle,19.105523646681576,4,15.344198743123208,21.00024344220955,1,Low
79,28,Male,USA,Mobile,Action,54.18444662108946,2,70.28172792246798,1.2887822153548898,1,Low
80,13,Male,Japan,Mobile,RPG,53.642870801270234,5,32.10401095018729,6.9883251164186975,5,Medium
81,26,Male,Japan,Console,Action,16.977063031830543,3,33.564168036550086,1.37996710601182,1,Low
82,30,Female,UK,Mobile,Action,7.065370041150007,3,50.37495097134419,2.5413746517928266,4,Low
83,39,Female,France,Console,Puzzle,116.9551402391618,3,38.25997091279584,10.630747948151706,2,Medium
84,23,Male,Germany,Mobile,Sports,22.839819095889688,7,52.236516394299926,0.14425581078427366,3,Low
85,21,Other,Germany,PC,Sports,10.499730923322817,7,55.94785132013709,1.8353233635839283,3,Low
86,23,Male,Canada,PC,RPG,16.412194364634406,4,29.73648673661034,3.3392757714462844,1,Low
87,35,Male,Germany,PC,Strategy,10.751403520398178,1,41.32547895703196,4.910747124634483,3,Low
88,30,Male,Canada,PC,Sports,43.839694003435795,5,41.91766088443057,0.1432406082370371,3,Low
89,23,Male,Canada,Mobile,Puzzle,13.174890917088923,6,64.16545164629655,2.643853102362374,2,Low
90,32,Male,UK,PC,Puzzle,34.69190371931464,2,35.69674265589159,2.1101618159240045,5,Low
91,28,Female,USA,PC,Sports,36.67367865275284,3,34.82609066405005,0.13617053208945237,3,Low
92,35,Female,Canada,PC,Strategy,34.783227031673285,4,24.567640909876907,2.1953760948242245,1,Low
93,22,Male,Canada,Console,Simulation,25.616257153876152,1,26.80972014895073,13.418370323402517,1,Low
94,25,Male,Japan,Mobile,RPG,38.603571192099835,2,17.987885132910932,1.6053563131275348,5,Low
95,24,Female,UK,PC,Simulation,9.795298626809979,4,30.93872394974022,4.404512940292074,3,Low
96,16,Female,Canada,Console,Simulation,2.4357429667273185,5,76.87130022717427,1.7697910976735414,3,Low
97,30,Female,France,PC,Action,36.96078194183722,2,58.81814685008713,0.5639744145562424,3,Low
98,30,Male,USA,VR,Action,13.789814099931894,2,70.54692684490439,1.7105046001823867,5,Low
99,28,Female,Brazil,Mobile,RPG,2.725011038715244,3,25.996985258584647,3.1815581838904223,1,Low
100,26,Male,France,PC,Strategy,2.4504165749837585,2,6.045384634180536,1.7563649315740166,3,Low
101,16,Male,Germany,Mobile,Action,3.4690376345987524,4,51.32763997958516,4.893082796179957,3,Low
102,24,Male,USA,Console,Sports,27.80389994776523,3,82.07195788367125,14.88835403952659,4,Medium
103,25,Male,Germany,Mobile,RPG,24.816655484880883,2,35.29328549329141,0.3589386746431896,2,Low
104,21,Male,Japan,Console,Puzzle,4.558566607304108,4,47.03632710564665,6.311618951004174,5,Low
105,26,Male,Australia,PC,Simulation,37.53633895171156,3,13.609296875535165,0.0062859851771712265,2,Low
106,31,Male,Australia,PC,RPG,6.606080260520431,3,45.564128474803034,0.005110105681348114,5,Low
107,43,Female,Australia,PC,Puzzle,31.49933684640832,4,42.50024429372285,0.7131164502281252,2,Low
108,29,Male,Canada,PC,Puzzle,13.420118651751782,3,5.0,3.2689641527751148,4,Low
109,30,Male,UK,PC,Action,26.301713889304054,5,24.25327279402772,0.24597241277835807,2,Low
110,27,Male,France,Console,Puzzle,9.605529512566575,2,22.665397346670595,6.403401207816496,3,Low
111,13,Other,Germany,PC,Strategy,8.527869647495224,6,13.405469657338731,0.14859403258983875,2,Low
112,27,Male,Canada,Mobile,Puzzle,36.822305335633715,3,30.502906328798296,3.4202610744290367,2,Low
113,28,Male,Australia,Mobile,Puzzle,0.7188088763780348,4,55.175407333295375,5.636581233714865,1,Low
114,47,Male,France,Console,Simulation,73.56824633063273,2,32.336350835334464,1.3560957060920105,5,Medium
115,26,Female,France,VR,Strategy,20.892686844843933,1,67.96978540096687,4.329154301721683,2,Low
116,30,Other,Japan,Console,RPG,11.329705163194735,5,37.74480673895175,1.5175765627645617,3,Low
117,27,Male,Japan,VR,Strategy,19.780160491365418,1,51.52436336591815,1.204611177701396,3,Low
118,18,Male,Australia,Console,Strategy,2.619058884122627,1,54.94959364085808,8.529452617517666,5,Low
119,37,Female,Germany,VR,RPG,14.433091872191389,3,75.67759922451941,2.0241765919415466,4,Low
120,34,Male,Australia,Mobile,Simulation,84.12187328324876,4,30.67780109839318,8.409493781447976,5,Medium
121,34,Female,Australia,PC,Puzzle,5.364634270607692,6,53.84719014976645,1.2225344795696667,3,Low
122,20,Male,Canada,Mobile,Strategy,25.622700444552216,4,26.067464948861204,2.199239166145419,4,Low
123,39,Male,UK,Mobile,Strategy,11.417577737484132,1,79.44191376188816,0.541595627151473,4,Low
124,16,Male,Australia,PC,RPG,21.137403704464695,3,24.206221117180384,3.4308616900700395,1,Low
125,32,Male,Germany,PC,Sports,4.585426473709909,1,52.673524583132945,2.403052760592099,2,Low
126,45,Female,France,Mobile,Strategy,12.715119664099724,5,76.18920733463105,0.029872155417594193,1,Low
127,20,Female,France,Console,Action,78.33338953077762,4,21.06956607660605,3.126088896937101,2,Low
128,23,Male,Brazil,PC,Puzzle,4.345395490722809,3,56.9019441348107,0.3866445807871119,1,Low
129,28,Female,USA,Console,Puzzle,20.236495266309404,5,25.144400652752086,9.0686772833762,4,Low
130,23,Male,Australia,Mobile,Simulation,17.141471354967113,5,91.56728903477759,3.4030620930891913,2,Low
131,15,Male,Brazil,VR,Strategy,16.65055688198092,3,7.172577526762453,5.856732660247406,3,Low
132,28,Male,Brazil,Console,RPG,19.096644576823756,4,14.653813128581756,8.605647569848063,4,Low
133,19,Female,Canada,Console,Action,13.9526634996019,6,22.569569001013235,0.26266982245127457,5,Low
134,31,Female,USA,Mobile,RPG,0.3415142793804633,3,23.2136070251592,2.056393000164393,4,Low
135,20,Female,Japan,PC,Strategy,46.07107353101733,2,55.41739932159928,0.12719331716391258,3,Low
136,40,Female,UK,Mobile,Action,35.086826149747154,1,80.99360545685846,0.254501521090204,1,Low
